2024-01-17 11:07:23,048 | -15
2024-01-17 11:07:33,055 | -16
2024-01-17 11:07:43,063 | -15
2024-01-17 11:07:53,072 | -14
2024-01-17 11:08:03,077 | -15
2024-01-17 11:08:13,086 | -15
2024-01-17 11:08:23,093 | -14
2024-01-17 11:08:33,099 | -13
2024-01-17 11:08:43,107 | -13
2024-01-17 11:08:53,115 | -13
2024-01-17 11:09:03,124 | -13
2024-01-17 11:09:13,131 | -13
2024-01-17 11:09:23,142 | -14
2024-01-17 11:09:33,152 | -13
2024-01-17 11:09:43,162 | -13
2024-01-17 11:09:53,171 | -14
2024-01-17 11:10:03,181 | -15
2024-01-17 11:10:13,192 | -14
2024-01-17 11:10:23,201 | -14
